3,10806.392902048055,10806.392784793165,13.0,1079.0,5.7885333477050295e-09,3584.42,5774.87,-0.04,38.91,49,1
3,10806.456266796198,10806.456150335958,31.0,1143.0,1.9588058412559772e-09,3609.91,5512.99,2.51,-29.79,49,1
3,10807.39289337052,10807.392784793165,13.0,1245.0,3.56785036089757e-09,3584.38,5813.71,-0.04,38.86,49,1
3,10807.437705373635,10807.437587209975,7.0,1269.0,1.230978736197194e-08,3591.44,5661.35,-1.28,30.76,49,1
3,10807.456264565968,10807.456150335958,31.0,1297.0,1.5021456667171972e-09,3612.42,5483.16,2.51,-29.8,49,1
3,10807.58213756586,10807.58201979124,25.0,1331.0,2.0972336476629543e-09,3611.45,5533.97,2.68,-31.8,49,1
3,10808.437696723671,10808.437587209975,7.0,1418.0,1.431797715895037e-08,3590.16,5692.08,-1.29,30.83,49,1
3,10808.456269320515,10808.456150335958,31.0,1442.0,3.6480646951845385e-09,3616.01,5453.42,3.68,-29.69,49,1
3,10808.582129320317,10808.58201979124,25.0,1472.0,1.8387185116942671e-09,3614.12,5502.3,2.66,-31.57,49,1
3,10809.39290194834,10809.392784793165,13.0,1535.0,1.122750179113817e-07,3584.63,5891.45,1.66,38.8,49,1
3,10810.39290211552,10810.392784793165,13.0,1678.0,7.579118851978835e-07,3586.28,5930.28,1.66,38.87,49,1
3,10810.437701265835,10810.437587209975,7.0,1703.0,9.136316667092303e-09,3587.74,5753.53,-0.29,30.81,49,1
3,10810.636583058425,10810.636468096216,61.0,1786.0,9.660036458802961e-09,3603.1,6050.46,-3.58,-31.06,49,1
3,10811.392898390628,10811.392784793165,13.0,1850.0,1.1617545515892559e-07,3589.16,5969.03,2.88,38.77,49,1
3,10811.437704222531,10811.437587209975,7.0,1875.0,7.3182095069298226e-09,3587.71,5784.3,-0.03,30.73,49,1
3,10811.456267904783,10811.456150335958,31.0,1900.0,1.42807295393427e-09,3627.05,5364.29,3.68,-29.68,49,1
3,10811.58212790438,10811.58201979124,25.0,1929.0,1.764743863779528e-09,3624.85,5408.85,3.83,-30.88,49,1
3,10811.636579703092,10811.636468096216,61.0,1952.0,7.20678732202363e-09,3599.52,6019.36,-3.58,-31.04,49,1
3,10812.392895505916,10812.392784793165,13.0,2020.0,2.893691119189617e-09,3592.04,6007.78,2.89,38.81,49,1
3,10812.437700918774,10812.437587209975,7.0,2045.0,2.0314241385355867e-07,3587.68,5815.07,-0.03,30.81,49,1
3,10812.582133309608,10812.58201979124,25.0,2095.0,3.305899077433474e-09,3628.67,5378.07,3.81,-30.72,49,1
3,10812.636582725274,10812.636468096216,61.0,2120.0,4.4279958680395075e-09,3596.88,5988.18,-2.07,-31.18,49,1
